Feature,AM1,AM2,AM3,FM3,FM4,FM5
0910001L09Rik,506.79996493010634,696.539753027213,691.6426063618836,550.3566522618435,631.5306457309887,536.7966363514469
1.3000001-3776472.1,0.989843681504114,0.9714640906934631,1.0038354228764639,0.9638470267282724,0,0
1.58030135-58280699.1,0.989843681504114,0.9714640906934631,2.0076708457529278,2.891541080184817,3.0906883151598143,2.993289793781302
10.113745972-114224148.1,0.989843681504114,0,0,0,0,0
10.86263323-86547784.1,0.989843681504114,1.9429281813869261,0,0,1.0302294383866049,0
1100001G20Rik,0,0.9714640906934631,0,0,0,1.9955265291875346
1110001A16Rik,149.4663959071212,125.31886769945673,114.43723820791688,91.56546753918587,130.8391386750988,86.80540401965776
1110002B05Rik,304.8718539032671,330.29779083577745,326.24651243485073,593.7297684646157,509.96357200136936,549.7675587911658
1110002L01Rik,59.390620890246836,66.05955816715549,71.27231502422893,111.80625510047959,92.72064945479443,105.76290604693934
1110002N22Rik,86.11640029085791,66.05955816715549,82.31450467587004,105.05932591338168,109.2043204689801,112.74724889909571
1110003E01Rik,2751.7654345814367,2521.92077944023,2642.0948330108527,1699.2623081219442,1774.0550929017334,1752.0722926266553
1110003O08Rik,261.3187319170861,262.29530448723506,350.3385625838859,128.19165455486024,162.77625126508354,142.68014683690873
1110004E09Rik,547.383555871775,510.9901117047616,502.92154686110837,436.6227031079074,435.7870524375338,328.26411405134945
1110004F10Rik,1689.6631643275225,1706.8624073484145,1614.1673599853539,2866.481057489882,2904.216786811839,2618.1308062940457
