Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM7760195,"rna-seq_adrnl_training_male_8w_biological_rep2_vial_90222016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997518",SRX20997518,"Euan Ashley","Sep 30, 2023"
GSM7760196,"rna-seq_adrnl_training_male_8w_biological_rep3_vial_90223016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996986",SRX20996986,"Euan Ashley","Sep 30, 2023"
GSM7760197,"rna-seq_adrnl_training_male_8w_biological_rep4_vial_90225016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996987",SRX20996987,"Euan Ashley","Sep 30, 2023"
GSM7760198,"rna-seq_adrnl_training_male_8w_biological_rep5_vial_90227016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996989",SRX20996989,"Euan Ashley","Sep 30, 2023"
GSM7760199,"rna-seq_adrnl_control_male_8w_biological_rep2_vial_90229016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996990",SRX20996990,"Euan Ashley","Sep 30, 2023"
GSM7760200,"rna-seq_adrnl_control_male_8w_biological_rep3_vial_90232016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996991",SRX20996991,"Euan Ashley","Sep 30, 2023"
GSM7760201,"rna-seq_adrnl_control_male_8w_biological_rep4_vial_90237016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996992",SRX20996992,"Euan Ashley","Sep 30, 2023"
GSM7760202,"rna-seq_adrnl_control_male_8w_biological_rep5_vial_90239016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996993",SRX20996993,"Euan Ashley","Sep 30, 2023"
GSM7760203,"rna-seq_adrnl_control_female_8w_biological_rep1_vial_90245016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996994",SRX20996994,"Euan Ashley","Sep 30, 2023"
GSM7760204,"rna-seq_adrnl_control_female_8w_biological_rep2_vial_90248016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996995",SRX20996995,"Euan Ashley","Sep 30, 2023"
GSM7760205,"rna-seq_adrnl_training_female_8w_biological_rep1_vial_90251016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996996",SRX20996996,"Euan Ashley","Sep 30, 2023"
GSM7760206,"rna-seq_adrnl_control_female_8w_biological_rep3_vial_90252016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996997",SRX20996997,"Euan Ashley","Sep 30, 2023"
GSM7760207,"rna-seq_adrnl_training_female_8w_biological_rep2_vial_90254016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997509",SRX20997509,"Euan Ashley","Sep 30, 2023"
GSM7760208,"rna-seq_adrnl_training_female_8w_biological_rep3_vial_90258016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997511",SRX20997511,"Euan Ashley","Sep 30, 2023"
GSM7760209,"rna-seq_adrnl_training_female_8w_biological_rep4_vial_90259016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997512",SRX20997512,"Euan Ashley","Sep 30, 2023"
GSM7760210,"rna-seq_adrnl_control_female_8w_biological_rep4_vial_90265016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997513",SRX20997513,"Euan Ashley","Sep 30, 2023"
GSM7760211,"rna-seq_adrnl_control_female_8w_biological_rep5_vial_90266016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997514",SRX20997514,"Euan Ashley","Sep 30, 2023"
GSM7760212,"rna-seq_adrnl_training_female_8w_biological_rep5_vial_90267016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997515",SRX20997515,"Euan Ashley","Sep 30, 2023"
GSM7760213,"rna-seq_adrnl_training_male_4w_biological_rep1_vial_90280016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997856",SRX20997856,"Euan Ashley","Sep 30, 2023"
GSM7760214,"rna-seq_adrnl_training_male_4w_biological_rep2_vial_90281016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997857",SRX20997857,"Euan Ashley","Sep 30, 2023"
GSM7760215,"rna-seq_adrnl_training_male_4w_biological_rep3_vial_90283016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997858",SRX20997858,"Euan Ashley","Sep 30, 2023"
GSM7760216,"rna-seq_adrnl_training_male_4w_biological_rep4_vial_90289016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997519",SRX20997519,"Euan Ashley","Sep 30, 2023"
GSM7760217,"rna-seq_adrnl_training_male_4w_biological_rep5_vial_90292016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997520",SRX20997520,"Euan Ashley","Sep 30, 2023"
GSM7760218,"rna-seq_adrnl_training_female_4w_biological_rep1_vial_90406016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997522",SRX20997522,"Euan Ashley","Sep 30, 2023"
GSM7760219,"rna-seq_adrnl_training_female_4w_biological_rep2_vial_90410016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997523",SRX20997523,"Euan Ashley","Sep 30, 2023"
GSM7760220,"rna-seq_adrnl_training_female_4w_biological_rep3_vial_90412016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997524",SRX20997524,"Euan Ashley","Sep 30, 2023"
GSM7760221,"rna-seq_adrnl_training_female_4w_biological_rep4_vial_90416016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997525",SRX20997525,"Euan Ashley","Sep 30, 2023"
GSM7760222,"rna-seq_adrnl_training_female_4w_biological_rep5_vial_90420016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997526",SRX20997526,"Euan Ashley","Sep 30, 2023"
GSM7760223,"rna-seq_adrnl_training_male_1w_biological_rep1_vial_90421016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997527",SRX20997527,"Euan Ashley","Sep 30, 2023"
GSM7760224,"rna-seq_adrnl_training_male_1w_biological_rep2_vial_90422016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997528",SRX20997528,"Euan Ashley","Sep 30, 2023"
GSM7760225,"rna-seq_adrnl_training_male_1w_biological_rep3_vial_90423016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997529",SRX20997529,"Euan Ashley","Sep 30, 2023"
GSM7760226,"rna-seq_adrnl_training_male_1w_biological_rep4_vial_90426016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997530",SRX20997530,"Euan Ashley","Sep 30, 2023"
GSM7760227,"rna-seq_adrnl_training_male_1w_biological_rep5_vial_90430016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997531",SRX20997531,"Euan Ashley","Sep 30, 2023"
GSM7760228,"rna-seq_adrnl_training_male_2w_biological_rep1_vial_90439016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997854",SRX20997854,"Euan Ashley","Sep 30, 2023"
GSM7760229,"rna-seq_adrnl_training_male_2w_biological_rep2_vial_90441016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997855",SRX20997855,"Euan Ashley","Sep 30, 2023"
GSM7760230,"rna-seq_adrnl_training_male_2w_biological_rep3_vial_90444016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997875",SRX20997875,"Euan Ashley","Sep 30, 2023"
GSM7760231,"rna-seq_adrnl_training_male_2w_biological_rep4_vial_90449016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997876",SRX20997876,"Euan Ashley","Sep 30, 2023"
GSM7760232,"rna-seq_adrnl_training_male_2w_biological_rep5_vial_90450016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997877",SRX20997877,"Euan Ashley","Sep 30, 2023"
GSM7760233,"rna-seq_adrnl_training_female_1w_biological_rep1_vial_90559016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996998",SRX20996998,"Euan Ashley","Sep 30, 2023"
GSM7760234,"rna-seq_adrnl_training_female_1w_biological_rep2_vial_90560016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20996999",SRX20996999,"Euan Ashley","Sep 30, 2023"
GSM7760235,"rna-seq_adrnl_training_female_1w_biological_rep3_vial_90564016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997000",SRX20997000,"Euan Ashley","Sep 30, 2023"
GSM7760236,"rna-seq_adrnl_training_female_1w_biological_rep4_vial_90567016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997859",SRX20997859,"Euan Ashley","Sep 30, 2023"
GSM7760237,"rna-seq_adrnl_training_female_1w_biological_rep5_vial_90571016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997860",SRX20997860,"Euan Ashley","Sep 30, 2023"
GSM7760238,"rna-seq_adrnl_training_female_2w_biological_rep1_vial_90576016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997862",SRX20997862,"Euan Ashley","Sep 30, 2023"
GSM7760239,"rna-seq_adrnl_training_female_2w_biological_rep2_vial_90578016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997863",SRX20997863,"Euan Ashley","Sep 30, 2023"
GSM7760240,"rna-seq_adrnl_training_female_2w_biological_rep3_vial_90581016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997864",SRX20997864,"Euan Ashley","Sep 30, 2023"
GSM7760241,"rna-seq_adrnl_training_female_2w_biological_rep4_vial_90585016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997865",SRX20997865,"Euan Ashley","Sep 30, 2023"
GSM7760242,"rna-seq_adrnl_training_female_2w_biological_rep5_vial_90587016002","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997866",SRX20997866,"Euan Ashley","Sep 30, 2023"
GSM7760243,"rna-seq_colon_control_male_8w_biological_rep1_vial_90217016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997867",SRX20997867,"Euan Ashley","Sep 30, 2023"
GSM7760244,"rna-seq_colon_training_male_8w_biological_rep1_vial_90218016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997868",SRX20997868,"Euan Ashley","Sep 30, 2023"
GSM7760245,"rna-seq_colon_training_male_8w_biological_rep2_vial_90222016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997869",SRX20997869,"Euan Ashley","Sep 30, 2023"
GSM7760246,"rna-seq_colon_training_male_8w_biological_rep3_vial_90223016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997870",SRX20997870,"Euan Ashley","Sep 30, 2023"
GSM7760247,"rna-seq_colon_training_male_8w_biological_rep4_vial_90225016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997871",SRX20997871,"Euan Ashley","Sep 30, 2023"
GSM7760248,"rna-seq_colon_training_male_8w_biological_rep5_vial_90227016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997873",SRX20997873,"Euan Ashley","Sep 30, 2023"
GSM7760249,"rna-seq_colon_control_male_8w_biological_rep2_vial_90229016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997874",SRX20997874,"Euan Ashley","Sep 30, 2023"
GSM7760250,"rna-seq_colon_control_male_8w_biological_rep3_vial_90232016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997020",SRX20997020,"Euan Ashley","Sep 30, 2023"
GSM7760251,"rna-seq_colon_control_male_8w_biological_rep4_vial_90237016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997878",SRX20997878,"Euan Ashley","Sep 30, 2023"
GSM7760252,"rna-seq_colon_control_male_8w_biological_rep5_vial_90239016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997879",SRX20997879,"Euan Ashley","Sep 30, 2023"
GSM7760253,"rna-seq_colon_control_female_8w_biological_rep1_vial_90245016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997001",SRX20997001,"Euan Ashley","Sep 30, 2023"
GSM7760254,"rna-seq_colon_control_female_8w_biological_rep2_vial_90248016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997002",SRX20997002,"Euan Ashley","Sep 30, 2023"
GSM7760255,"rna-seq_colon_training_female_8w_biological_rep1_vial_90251016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997003",SRX20997003,"Euan Ashley","Sep 30, 2023"
GSM7760256,"rna-seq_colon_control_female_8w_biological_rep3_vial_90252016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997004",SRX20997004,"Euan Ashley","Sep 30, 2023"
GSM7760257,"rna-seq_colon_training_female_8w_biological_rep2_vial_90254016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997005",SRX20997005,"Euan Ashley","Sep 30, 2023"
GSM7760258,"rna-seq_colon_training_female_8w_biological_rep3_vial_90258016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997008",SRX20997008,"Euan Ashley","Sep 30, 2023"
GSM7760259,"rna-seq_colon_training_female_8w_biological_rep4_vial_90259016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997009",SRX20997009,"Euan Ashley","Sep 30, 2023"
GSM7760260,"rna-seq_colon_control_female_8w_biological_rep4_vial_90265016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997010",SRX20997010,"Euan Ashley","Sep 30, 2023"
GSM7760261,"rna-seq_colon_control_female_8w_biological_rep5_vial_90266016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997011",SRX20997011,"Euan Ashley","Sep 30, 2023"
GSM7760262,"rna-seq_colon_training_female_8w_biological_rep5_vial_90267016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997012",SRX20997012,"Euan Ashley","Sep 30, 2023"
GSM7760263,"rna-seq_colon_training_male_4w_biological_rep1_vial_90280016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997013",SRX20997013,"Euan Ashley","Sep 30, 2023"
GSM7760264,"rna-seq_colon_training_male_4w_biological_rep2_vial_90281016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997014",SRX20997014,"Euan Ashley","Sep 30, 2023"
GSM7760265,"rna-seq_colon_training_male_4w_biological_rep3_vial_90283016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997015",SRX20997015,"Euan Ashley","Sep 30, 2023"
GSM7760266,"rna-seq_colon_training_male_4w_biological_rep4_vial_90289016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997016",SRX20997016,"Euan Ashley","Sep 30, 2023"
GSM7760267,"rna-seq_colon_training_male_4w_biological_rep5_vial_90292016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997017",SRX20997017,"Euan Ashley","Sep 30, 2023"
GSM7760268,"rna-seq_colon_training_female_4w_biological_rep1_vial_90406016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997019",SRX20997019,"Euan Ashley","Sep 30, 2023"
GSM7760269,"rna-seq_colon_training_female_4w_biological_rep2_vial_90410016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997021",SRX20997021,"Euan Ashley","Sep 30, 2023"
GSM7760270,"rna-seq_colon_training_female_4w_biological_rep3_vial_90412016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997900",SRX20997900,"Euan Ashley","Sep 30, 2023"
GSM7760271,"rna-seq_colon_training_female_4w_biological_rep4_vial_90416016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997901",SRX20997901,"Euan Ashley","Sep 30, 2023"
GSM7760272,"rna-seq_colon_training_female_4w_biological_rep5_vial_90420016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997880",SRX20997880,"Euan Ashley","Sep 30, 2023"
GSM7760273,"rna-seq_colon_training_male_1w_biological_rep1_vial_90421016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997881",SRX20997881,"Euan Ashley","Sep 30, 2023"
GSM7760274,"rna-seq_colon_training_male_1w_biological_rep2_vial_90422016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997882",SRX20997882,"Euan Ashley","Sep 30, 2023"
GSM7760275,"rna-seq_colon_training_male_1w_biological_rep3_vial_90423016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997883",SRX20997883,"Euan Ashley","Sep 30, 2023"
GSM7760276,"rna-seq_colon_training_male_1w_biological_rep4_vial_90426016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997884",SRX20997884,"Euan Ashley","Sep 30, 2023"
GSM7760277,"rna-seq_colon_training_male_1w_biological_rep5_vial_90430016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997885",SRX20997885,"Euan Ashley","Sep 30, 2023"
GSM7760278,"rna-seq_colon_training_male_2w_biological_rep1_vial_90439016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997887",SRX20997887,"Euan Ashley","Sep 30, 2023"
GSM7760279,"rna-seq_colon_training_male_2w_biological_rep2_vial_90441016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997888",SRX20997888,"Euan Ashley","Sep 30, 2023"
GSM7760280,"rna-seq_colon_training_male_2w_biological_rep3_vial_90444016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997889",SRX20997889,"Euan Ashley","Sep 30, 2023"
GSM7760281,"rna-seq_colon_training_male_2w_biological_rep4_vial_90449016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997890",SRX20997890,"Euan Ashley","Sep 30, 2023"
GSM7760282,"rna-seq_colon_training_male_2w_biological_rep5_vial_90450016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997891",SRX20997891,"Euan Ashley","Sep 30, 2023"
GSM7760283,"rna-seq_colon_training_female_1w_biological_rep1_vial_90559016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997892",SRX20997892,"Euan Ashley","Sep 30, 2023"
GSM7760284,"rna-seq_colon_training_female_1w_biological_rep2_vial_90560016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997681",SRX20997681,"Euan Ashley","Sep 30, 2023"
GSM7760285,"rna-seq_colon_training_female_1w_biological_rep3_vial_90564016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997682",SRX20997682,"Euan Ashley","Sep 30, 2023"
GSM7760286,"rna-seq_colon_training_female_1w_biological_rep4_vial_90567016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997683",SRX20997683,"Euan Ashley","Sep 30, 2023"
GSM7760287,"rna-seq_colon_training_female_1w_biological_rep5_vial_90571016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997894",SRX20997894,"Euan Ashley","Sep 30, 2023"
GSM7760288,"rna-seq_colon_training_female_2w_biological_rep1_vial_90576016102","SRA","Rattus norvegicus",1,GPL25947,GSE242354;GSE242358,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX20997895",SRX20997895,"Euan Ashley","Sep 30, 2023"
